CustomerID,Gender,Age,Tenure,PlanType,MonthlyCharges,InternetService,ContractType,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,TotalCharges,Churn
CUST3012,Female,48,62,Premium,56.34,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,Yes,3587.5,No
CUST3013,Female,64,8,Premium,47.28,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,No,No,351.92,Yes
CUST3014,Female,57,56,Silver,104.85,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,No,Yes,5357.7,No
CUST3015,Female,65,70,Basic,74.63,Fiber optic,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,No,Yes,4808.18,No
CUST3016,Male,68,44,Basic,24.4,None,One year,Credit card,Yes,Yes,Yes,Yes,No,Yes,1015.61,No
CUST3017,Female,60,60,Silver,104.6,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,Yes,Yes,No,6209.44,No
CUST3018,Male,51,41,Premium,71.16,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,Yes,Yes,Yes,2855.04,No
CUST3019,Female,41,21,Basic,58.64,DSL,Month-to-month,Mailed check,Yes,No,No,Yes,Yes,Yes,1182.54,No
CUST3020,Male,66,42,Silver,50.48,Fiber optic,One year,Electronic check,No,No,No,Yes,No,Yes,2284.81,No
CUST3021,Male,43,29,Premium,25.44,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,676.97,No
CUST3022,Female,33,65,Basic,115.45,DSL,Month-to-month,Bank transfer,Yes,Yes,No,Yes,No,No,6970.18,Yes
CUST3023,Male,64,17,Gold,92.83,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,1557.59,No
CUST3024,Male,30,30,Basic,28.84,Fiber optic,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,No,801.1,No
CUST3025,Female,32,26,Gold,68.68,DSL,One year,Electronic check,Yes,Yes,No,Yes,Yes,Yes,1662.67,No
CUST3026,Male,44,53,Premium,73.34,Fiber optic,One year,Bank transfer,Yes,Yes,No,No,No,No,4250.13,No
CUST3027,Female,21,19,Basic,32.63,DSL,Two year,Credit card,Yes,No,Yes,No,Yes,Yes,619.26,No
CUST3028,Female,33,53,Gold,59.86,Fiber optic,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,2921.94,No
CUST3029,Female,47,17,Premium,82.8,DSL,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,Yes,1281.47,No
CUST3030,Male,61,46,Premium,44.82,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,No,No,Yes,2158.61,No
CUST3031,Male,47,53,Silver,49.82,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,2579.51,No
CUST3032,Male,53,64,Silver,27.81,Fiber optic,One year,Electronic check,Yes,No,Yes,Yes,No,Yes,1703.13,No
CUST3033,Female,20,45,Basic,58.39,DSL,Two year,Credit card,No,Yes,No,No,Yes,Yes,2726.26,No
CUST3034,Male,39,49,Basic,76.31,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,No,Yes,3887.78,No
CUST3035,Female,66,19,Silver,27.24,DSL,Month-to-month,Credit card,Yes,No,No,No,Yes,Yes,503.12,No
CUST3036,Female,39,71,Basic,79.55,Fiber optic,Month-to-month,Bank transfer,Yes,No,No,No,No,Yes,6157.16,No
CUST3037,Male,67,65,Gold,56.77,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,Yes,Yes,3616.19,No
CUST3038,Female,67,37,Silver,86.21,None,Month-to-month,Credit card,No,Yes,Yes,No,No,No,3112.97,No
CUST3039,Male,66,70,Gold,48.06,DSL,Two year,Mailed check,Yes,Yes,Yes,Yes,Yes,No,3551.12,No
CUST3040,Male,29,26,Gold,74.69,DSL,One year,Mailed check,No,Yes,No,Yes,No,No,2064.64,No
CUST3041,Male,38,2,Basic,79.34,Fiber optic,One year,Mailed check,No,Yes,No,Yes,Yes,Yes,151.93,No
CUST3042,Male,21,59,Silver,87.5,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,No,No,Yes,5357.72,No
CUST3043,Male,48,5,Gold,94.48,DSL,Two year,Credit card,Yes,Yes,Yes,Yes,No,Yes,485.56,No
CUST3044,Female,61,37,Basic,29.32,DSL,One year,Credit card,No,Yes,Yes,No,Yes,No,983.66,No
CUST3045,Female,48,31,Basic,116.35,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No,3387.13,Yes
CUST3046,Female,40,48,Gold,103.58,DSL,Month-to-month,Bank transfer,No,No,Yes,No,Yes,Yes,4574.64,No
CUST3047,Male,37,6,Basic,74.04,DSL,Month-to-month,Mailed check,No,No,No,Yes,No,Yes,478.47,Yes
CUST3048,Male,32,15,Gold,108.49,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,Yes,No,1775.67,No
CUST3049,Male,40,15,Premium,55.16,Fiber optic,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,881.18,No
CUST3050,Female,45,61,Silver,18.6,None,Two year,Mailed check,No,Yes,Yes,No,Yes,No,1091.73,No
CUST3051,Male,33,16,Gold,91.34,DSL,One year,Credit card,No,Yes,Yes,Yes,No,Yes,1566.7,No
CUST3052,Female,54,20,Basic,114.05,Fiber optic,One year,Electronic check,No,No,No,Yes,Yes,Yes,2079.44,Yes
CUST3053,Female,38,44,Gold,31.99,DSL,One year,Bank transfer,Yes,Yes,No,Yes,Yes,No,1459.72,No
CUST3054,Male,32,42,Gold,82.61,DSL,Month-to-month,Mailed check,No,No,No,Yes,Yes,Yes,3208.78,No
CUST3055,Male,34,46,Basic,100.41,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,Yes,Yes,4168.58,Yes
CUST3056,Female,67,34,Silver,110.03,Fiber optic,Month-to-month,Credit card,No,No,No,No,Yes,Yes,3498.17,No
CUST3057,Male,54,64,Silver,44.04,None,Two year,Mailed check,No,No,Yes,Yes,No,Yes,3079.79,No
CUST3058,Female,30,29,Basic,28.52,Fiber optic,Month-to-month,Credit card,No,Yes,No,No,No,Yes,869.13,No
CUST3059,Male,36,3,Premium,41.02,DSL,One year,Credit card,Yes,No,No,No,Yes,Yes,123.5,No
CUST3060,Male,47,9,Silver,75.66,DSL,One year,Mailed check,Yes,No,Yes,No,Yes,No,740.45,No
CUST3061,Female,62,25,Silver,111.47,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,2740.02,No
CUST3062,Male,35,42,Basic,76.17,Fiber optic,Two year,Mailed check,No,Yes,Yes,Yes,Yes,Yes,2905,No
CUST3063,Female,31,46,Silver,111.56,DSL,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,5228.85,No
CUST3064,Male,53,59,Gold,95.85,Fiber optic,One year,Mailed check,No,No,No,Yes,No,No,6026.54,No
CUST3065,Female,53,21,Silver,77.83,None,One year,Mailed check,No,Yes,Yes,Yes,Yes,No,1564.49,No
CUST3066,Female,37,22,Gold,17.29,Fiber optic,Two year,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,366.48,No
CUST3067,Male,69,29,Gold,49.97,Fiber optic,Two year,Mailed check,No,Yes,Yes,Yes,No,Yes,1498.85,No
CUST3068,Female,36,63,Basic,21.03,None,Month-to-month,Mailed check,Yes,No,Yes,No,No,No,1405.57,No
CUST3069,Male,62,61,Silver,48.84,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,Yes,Yes,2939.95,No
CUST3070,Male,61,64,Basic,21.55,DSL,Two year,Mailed check,No,Yes,Yes,Yes,No,No,1265.82,No
CUST3071,Male,24,69,Basic,32.62,DSL,Month-to-month,Bank transfer,No,No,No,Yes,Yes,No,2361.78,No
CUST3072,Female,61,40,Basic,58.12,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,No,Yes,2290.64,No
CUST3073,Female,21,1,Premium,69.06,DSL,One year,Mailed check,Yes,No,Yes,No,Yes,Yes,74.73,No
CUST3074,Male,51,65,Premium,37.8,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,No,No,Yes,2335.7,No
CUST3075,Male,19,62,Basic,91.92,Fiber optic,One year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,5657.19,No
CUST3076,Female,22,54,Basic,76.99,DSL,One year,Mailed check,Yes,Yes,Yes,Yes,Yes,Yes,4330.52,No
CUST3077,Male,27,60,Basic,87.63,Fiber optic,One year,Mailed check,No,Yes,Yes,Yes,Yes,Yes,4989.84,No
CUST3078,Male,49,46,Gold,91.94,Fiber optic,One year,Credit card,No,No,Yes,No,No,No,3998.21,No
CUST3079,Female,59,5,Silver,91.33,DSL,Two year,Mailed check,Yes,No,Yes,Yes,Yes,Yes,477.53,No
CUST3080,Male,58,22,Silver,113.3,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,No,Yes,2333.04,No
CUST3081,Female,30,53,Silver,39.91,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,Yes,No,1954.11,No
CUST3082,Male,56,70,Gold,43.37,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,Yes,2889.54,No
CUST3083,Female,22,32,Basic,24.89,DSL,Two year,Bank transfer,No,No,No,Yes,Yes,Yes,847.51,No
CUST3084,Male,27,11,Basic,77.22,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,911.23,Yes
CUST3085,Male,27,10,Basic,56.49,DSL,One year,Electronic check,No,Yes,Yes,Yes,No,Yes,520.2,No
CUST3086,Female,55,39,Silver,67.1,Fiber optic,Month-to-month,Credit card,No,Yes,No,No,Yes,Yes,2412.62,No
CUST3087,Male,44,31,Premium,32.83,DSL,Two year,Credit card,No,No,No,Yes,Yes,Yes,1086.36,No
CUST3088,Female,68,12,Basic,83.15,Fiber optic,Two year,Credit card,Yes,No,Yes,No,Yes,No,1086.79,No
CUST3089,Male,38,38,Basic,80,DSL,One year,Credit card,No,No,Yes,No,Yes,Yes,3027.96,No
CUST3090,Female,25,67,Premium,42.8,DSL,Month-to-month,Mailed check,Yes,No,Yes,Yes,Yes,Yes,3067.8,No
CUST3091,Female,18,66,Basic,63.87,DSL,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,Yes,No,4543.68,No
CUST3092,Female,45,52,Basic,108.9,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,Yes,5505.08,Yes
CUST3093,Female,66,5,Gold,96.22,DSL,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,No,481.54,Yes
CUST3094,Male,56,11,Gold,38.83,Fiber optic,Month-to-month,Mailed check,No,Yes,No,No,No,Yes,433.21,Yes
CUST3095,Male,31,25,Silver,107.28,DSL,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,No,2829.43,No
CUST3096,Female,38,35,Gold,22.07,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,Yes,Yes,766.15,No
CUST3097,Female,47,35,Gold,58.46,Fiber optic,One year,Credit card,Yes,Yes,No,Yes,No,No,2049.12,No
CUST3098,Female,38,22,Basic,23.41,DSL,One year,Credit card,No,No,No,No,Yes,Yes,471.19,No
CUST3099,Male,66,37,Silver,112.04,DSL,Month-to-month,Bank transfer,No,Yes,No,No,Yes,Yes,3775.85,No
CUST3100,Male,26,55,Silver,19.27,DSL,Two year,Electronic check,Yes,Yes,Yes,No,Yes,No,1110.65,No
CUST3101,Male,34,64,Premium,30.88,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,Yes,No,No,1969.31,No
CUST3102,Male,22,20,Premium,111.08,DSL,Month-to-month,Bank transfer,Yes,Yes,No,No,Yes,Yes,2039.27,No
CUST3103,Female,48,4,Basic,76.13,Fiber optic,Month-to-month,Mailed check,Yes,No,No,No,No,Yes,288.74,Yes
CUST3104,Female,69,18,Silver,98.49,DSL,Two year,Bank transfer,No,No,No,No,Yes,Yes,1835.7,No
CUST3105,Female,57,51,Basic,16.72,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,No,Yes,853.53,No
CUST3106,Male,55,68,Basic,59,Fiber optic,Two year,Mailed check,No,No,Yes,Yes,Yes,Yes,4248.16,No
CUST3107,Male,60,20,Silver,118.37,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,No,2316.95,No
CUST3108,Male,36,9,Silver,75.88,Fiber optic,One year,Bank transfer,Yes,No,Yes,Yes,No,Yes,630.35,No
CUST3109,Female,53,26,Silver,104.22,None,Month-to-month,Bank transfer,No,Yes,No,Yes,Yes,Yes,2583.76,No
CUST3110,Female,67,25,Silver,116.17,DSL,One year,Bank transfer,No,No,Yes,No,Yes,Yes,2677.69,No
CUST3111,Male,50,68,Gold,86.93,Fiber optic,Two year,Mailed check,No,No,Yes,Yes,No,Yes,5888.16,No
CUST3112,Female,30,41,Gold,49.4,DSL,Two year,Credit card,No,No,Yes,Yes,Yes,Yes,2014.94,No
CUST3113,Male,31,59,Gold,47.4,Fiber optic,One year,Bank transfer,No,Yes,No,No,Yes,Yes,2558.34,No
CUST3114,Male,50,45,Basic,22.48,DSL,Month-to-month,Mailed check,Yes,No,No,No,No,Yes,949.18,No
CUST3115,Female,46,41,Gold,59.92,Fiber optic,One year,Bank transfer,Yes,No,Yes,Yes,No,Yes,2687.59,No
CUST3116,Male,60,38,Premium,111.12,DSL,One year,Credit card,No,No,No,Yes,Yes,No,4630.87,No
CUST3117,Female,66,19,Basic,65.2,Fiber optic,Month-to-month,Mailed check,No,No,No,No,No,No,1199.81,No
CUST3118,Male,53,14,Silver,110.65,Fiber optic,One year,Electronic check,No,Yes,No,No,Yes,No,1439.01,No
CUST3119,Female,61,21,Premium,100.8,DSL,Month-to-month,Bank transfer,No,No,Yes,Yes,No,Yes,1984.87,No
CUST3120,Female,27,15,Silver,118.34,DSL,Month-to-month,Credit card,No,Yes,Yes,No,No,Yes,1626.5,No
CUST3121,Female,48,3,Silver,114.51,Fiber optic,One year,Electronic check,Yes,Yes,No,Yes,No,Yes,315.05,No
CUST3122,Male,23,37,Basic,89.18,DSL,Month-to-month,Credit card,No,Yes,Yes,Yes,No,No,3097.05,No
CUST3123,Male,18,46,Silver,106.48,None,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,4869.12,No
CUST3124,Female,24,16,Silver,93.55,None,Month-to-month,Credit card,No,No,Yes,Yes,Yes,Yes,1560.52,No
CUST3125,Female,44,14,Basic,88.86,Fiber optic,One year,Electronic check,No,Yes,Yes,Yes,No,Yes,1158.96,No
CUST3126,Male,38,9,Silver,90.13,Fiber optic,One year,Mailed check,No,Yes,No,Yes,Yes,Yes,797.7,No
CUST3127,Male,45,7,Basic,90.71,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,No,582.34,Yes
CUST3128,Male,33,14,Gold,54.84,Fiber optic,Two year,Credit card,No,Yes,No,No,Yes,Yes,786.44,No
CUST3129,Female,63,6,Premium,59.47,DSL,Month-to-month,Bank transfer,No,No,No,Yes,Yes,Yes,351.88,Yes
CUST3130,Male,40,15,Silver,45.88,DSL,One year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,729.41,No
CUST3131,Male,69,52,Silver,30.57,DSL,Month-to-month,Credit card,No,Yes,Yes,Yes,No,Yes,1711.02,No
CUST3132,Female,37,34,Silver,63.14,None,Month-to-month,Bank transfer,No,No,No,Yes,Yes,Yes,2036.57,No
CUST3133,Male,55,1,Basic,109.49,DSL,Month-to-month,Mailed check,No,No,No,Yes,Yes,Yes,107.32,Yes
CUST3134,Male,42,69,Premium,83.38,Fiber optic,Month-to-month,Mailed check,No,Yes,No,Yes,Yes,Yes,5750.14,No
CUST3135,Male,45,20,Basic,20.9,Fiber optic,One year,Bank transfer,Yes,No,No,No,No,Yes,459.49,No
CUST3136,Female,22,7,Basic,100.18,DSL,One year,Credit card,Yes,Yes,Yes,No,Yes,No,759.56,Yes
CUST3137,Female,38,7,Silver,113.22,Fiber optic,Month-to-month,Credit card,No,No,Yes,Yes,Yes,Yes,867.02,Yes
CUST3138,Female,35,50,Silver,102.09,DSL,One year,Electronic check,No,Yes,Yes,No,No,No,5067.81,No
CUST3139,Female,64,2,Basic,91.39,DSL,Month-to-month,Mailed check,No,No,No,Yes,No,Yes,201.04,Yes
CUST3140,Female,23,47,Basic,30.76,Fiber optic,One year,Mailed check,No,Yes,No,Yes,Yes,Yes,1310.47,No
CUST3141,Female,46,14,Gold,51.64,DSL,One year,Mailed check,Yes,No,No,Yes,Yes,No,790.6,No
CUST3142,Female,36,31,Basic,74.36,DSL,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,Yes,Yes,2163.34,No
CUST3143,Male,50,50,Basic,23.07,DSL,One year,Credit card,No,Yes,Yes,No,No,No,1263.96,No
CUST3144,Male,18,61,Basic,26.16,Fiber optic,Two year,Mailed check,No,No,No,Yes,Yes,Yes,1581.35,No
CUST3145,Female,62,41,Basic,113.1,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,Yes,Yes,Yes,4710.8,Yes
CUST3146,Male,20,14,Silver,88.78,DSL,Month-to-month,Credit card,No,Yes,Yes,No,Yes,No,1344.19,No
CUST3147,Male,59,5,Silver,43.88,DSL,One year,Bank transfer,No,Yes,No,Yes,No,Yes,240.65,No
CUST3148,Female,38,5,Gold,49.37,DSL,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,Yes,230.64,Yes
CUST3149,Male,52,64,Basic,55.37,DSL,One year,Credit card,Yes,No,Yes,No,No,Yes,3620.93,No
CUST3150,Male,58,29,Basic,22.88,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,Yes,Yes,689.11,No
CUST3151,Male,57,5,Basic,92.61,DSL,Two year,Bank transfer,No,Yes,Yes,No,Yes,No,482.33,No
CUST3152,Male,20,36,Basic,33.57,Fiber optic,One year,Electronic check,Yes,No,Yes,No,Yes,Yes,1138.49,No
CUST3153,Male,42,19,Basic,99.54,None,Two year,Mailed check,No,No,No,No,Yes,Yes,1728.62,No
CUST3154,Female,62,64,Basic,103.82,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,6480.02,Yes
CUST3155,Female,55,22,Basic,82.04,DSL,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,Yes,1917.37,No
CUST3156,Female,62,34,Silver,95.83,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,No,Yes,3564.91,No
CUST3157,Male,37,56,Basic,33.04,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,Yes,No,1829.75,No
CUST3158,Female,69,17,Basic,75.47,DSL,Two year,Electronic check,Yes,No,Yes,No,Yes,Yes,1389.28,No
CUST3159,Male,61,56,Basic,86.06,Fiber optic,Two year,Electronic check,No,No,No,No,No,Yes,5033.64,No
CUST3160,Male,62,17,Basic,84.46,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,1326.12,No
CUST3161,Male,51,18,Silver,27.32,DSL,One year,Mailed check,No,No,Yes,No,No,Yes,476.56,No
CUST3162,Male,38,45,Basic,51.16,Fiber optic,Two year,Mailed check,Yes,Yes,No,No,Yes,No,2414.73,No
CUST3163,Female,65,56,Basic,49.13,DSL,Two year,Bank transfer,No,Yes,Yes,No,No,Yes,2722.24,No
CUST3164,Female,40,50,Basic,75.12,DSL,One year,Credit card,Yes,No,Yes,Yes,Yes,Yes,3873.2,No
CUST3165,Male,23,58,Basic,95.35,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,No,No,5817.45,No
CUST3166,Female,68,18,Gold,74.91,None,Month-to-month,Bank transfer,No,No,Yes,No,Yes,No,1478.09,No
CUST3167,Male,30,7,Premium,94.26,None,One year,Electronic check,No,Yes,No,Yes,Yes,No,715.01,No
CUST3168,Female,66,10,Basic,25.39,DSL,One year,Mailed check,No,No,No,No,Yes,Yes,245.99,No
CUST3169,Female,40,69,Silver,107.2,None,Month-to-month,Mailed check,No,Yes,Yes,No,Yes,Yes,7844.67,No
CUST3170,Male,26,3,Basic,71.34,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,Yes,208.56,Yes
CUST3171,Female,34,44,Basic,18.94,Fiber optic,One year,Mailed check,Yes,No,No,Yes,No,Yes,857.74,No
CUST3172,Male,19,70,Basic,82.54,None,One year,Mailed check,No,Yes,No,Yes,Yes,Yes,5271.22,No
CUST3173,Female,36,14,Gold,69.32,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,No,No,1025.62,No
CUST3174,Male,36,4,Basic,38.14,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,No,167.55,Yes
CUST3175,Male,24,18,Premium,95.26,DSL,One year,Mailed check,No,No,No,No,No,Yes,1728.03,No
CUST3176,Female,59,52,Silver,113.02,DSL,One year,Electronic check,Yes,Yes,Yes,No,Yes,Yes,6385.45,No
CUST3177,Female,59,38,Basic,48.88,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,No,Yes,1995.9,No
CUST3178,Male,37,20,Gold,66.86,DSL,Two year,Mailed check,No,No,No,Yes,Yes,Yes,1206.56,No
CUST3179,Female,26,44,Premium,28.46,Fiber optic,One year,Mailed check,No,No,No,Yes,No,Yes,1149.45,No
CUST3180,Female,34,51,Gold,112.63,DSL,Two year,Bank transfer,No,No,No,Yes,Yes,Yes,5670.98,No
CUST3181,Male,44,19,Gold,48.47,None,Month-to-month,Bank transfer,Yes,No,Yes,No,No,Yes,877.56,No
CUST3182,Male,64,68,Basic,35.45,DSL,One year,Bank transfer,Yes,Yes,Yes,Yes,Yes,Yes,2363.53,No
CUST3183,Female,19,66,Basic,65.24,Fiber optic,One year,Electronic check,Yes,Yes,No,Yes,No,No,4314.97,No
CUST3184,Male,53,13,Basic,19.54,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,No,Yes,252.88,No
CUST3185,Male,36,62,Silver,41.55,DSL,Month-to-month,Mailed check,Yes,Yes,No,Yes,Yes,Yes,2402.12,No
CUST3186,Male,34,61,Premium,22.1,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,No,Yes,1253.31,No
CUST3187,Female,22,30,Gold,28.37,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,Yes,Yes,Yes,836.39,No
CUST3188,Female,56,30,Gold,26.78,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,Yes,Yes,834.08,No
CUST3189,Male,35,51,Basic,106.6,Fiber optic,One year,Bank transfer,No,Yes,No,Yes,Yes,Yes,5535.85,Yes
CUST3190,Female,24,48,Silver,112.7,DSL,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,4961.7,No
CUST3191,Male,34,33,Gold,64.82,Fiber optic,One year,Mailed check,No,No,Yes,No,No,Yes,2046.12,No
CUST3192,Female,56,19,Silver,81.19,Fiber optic,One year,Credit card,No,Yes,Yes,No,No,Yes,1516.28,No
CUST3193,Male,53,71,Silver,88.07,Fiber optic,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,Yes,6043.38,No
CUST3194,Male,57,57,Gold,56.09,DSL,Month-to-month,Credit card,Yes,No,Yes,Yes,No,Yes,3163.23,No
CUST3195,Female,62,19,Silver,53.87,DSL,Two year,Credit card,No,No,Yes,No,No,Yes,1011.02,No
CUST3196,Male,21,41,Premium,85.93,Fiber optic,Two year,Mailed check,No,Yes,No,Yes,No,No,3757.72,No
CUST3197,Female,55,42,Silver,54.56,DSL,Month-to-month,Bank transfer,No,Yes,No,Yes,Yes,Yes,2444.74,No
CUST3198,Female,42,52,Basic,76.01,DSL,One year,Bank transfer,Yes,No,No,Yes,No,Yes,4300.31,No
CUST3199,Male,22,4,Silver,69.1,DSL,Two year,Credit card,No,Yes,No,Yes,No,Yes,277.71,No
CUST3200,Male,47,4,Basic,70.07,Fiber optic,Two year,Electronic check,No,No,Yes,Yes,No,No,267.75,No
CUST3201,Female,29,5,Silver,102.08,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,530,Yes
CUST3202,Male,21,41,Basic,88.93,None,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,Yes,3838.77,No
CUST3203,Male,41,61,Premium,115.87,Fiber optic,One year,Electronic check,No,No,No,Yes,No,No,6854.35,No
CUST3204,Male,46,55,Gold,98.05,DSL,Month-to-month,Mailed check,No,Yes,No,No,No,Yes,5742.78,No
CUST3205,Male,26,13,Basic,30.31,Fiber optic,One year,Credit card,No,Yes,No,Yes,Yes,Yes,409.32,No
CUST3206,Male,21,14,Basic,92.54,None,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,1417.41,No
CUST3207,Female,68,60,Silver,84.89,DSL,Month-to-month,Bank transfer,Yes,Yes,No,No,Yes,Yes,4935.81,No
CUST3208,Female,41,25,Gold,82.83,DSL,Month-to-month,Credit card,Yes,No,No,Yes,Yes,Yes,2245.74,No
CUST3209,Male,31,44,Basic,65.48,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,Yes,2793.32,No
CUST3210,Male,22,10,Basic,21.56,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,No,Yes,231.4,Yes
CUST3211,Male,35,71,Silver,114.91,DSL,Two year,Credit card,No,No,Yes,Yes,Yes,Yes,7877.74,No
CUST3212,Female,59,50,Silver,104.45,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,No,5649.26,No
CUST3213,Male,36,44,Basic,66.11,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,2627.79,No
CUST3214,Female,29,14,Gold,31.65,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,No,No,434.69,No
CUST3215,Female,35,15,Premium,101.57,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,Yes,Yes,Yes,1386.47,No
CUST3216,Female,34,16,Basic,60.22,DSL,One year,Electronic check,Yes,No,No,Yes,No,Yes,945.69,No
CUST3217,Male,47,2,Silver,55.96,DSL,One year,Mailed check,No,Yes,No,Yes,Yes,Yes,110.17,No
CUST3218,Female,41,30,Basic,84.87,DSL,Two year,Mailed check,No,Yes,No,Yes,Yes,Yes,2753.78,No
CUST3219,Male,28,30,Basic,94.66,Fiber optic,One year,Mailed check,Yes,Yes,Yes,No,Yes,No,3010.06,No
CUST3220,Female,52,31,Basic,21.6,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,No,638.34,No
CUST3221,Male,40,20,Silver,95.59,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,Yes,No,2039.99,No
CUST3222,Female,34,49,Gold,92.06,DSL,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,Yes,4223.57,No
CUST3223,Male,18,35,Silver,76.87,DSL,Month-to-month,Mailed check,No,No,Yes,No,Yes,Yes,2794.03,No
CUST3224,Female,32,23,Basic,50.53,Fiber optic,One year,Mailed check,No,No,No,No,Yes,Yes,1110.45,No
CUST3225,Male,49,61,Basic,32.3,None,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,2154.29,No
CUST3226,Male,26,55,Silver,25.78,DSL,Month-to-month,Bank transfer,Yes,No,Yes,No,No,No,1540.88,No
CUST3227,Male,32,67,Basic,15.12,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,No,Yes,972.88,No
CUST3228,Male,45,8,Basic,36.68,DSL,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,Yes,Yes,265.82,Yes
CUST3229,Female,41,40,Silver,58.19,DSL,Month-to-month,Electronic check,Yes,No,No,No,Yes,Yes,2396.18,No
CUST3230,Female,52,59,Premium,40.58,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,Yes,No,2232.71,No
