CustomerID,BillingRegion,TotalSpent,LastPaymentDate
CUST2922,West,950.04,2025-08-10
CUST2923,South,1630.84,2025-07-27
CUST2924,West,2495.81,2025-06-05
CUST2925,East,597.99,2025-09-07
CUST2926,North,2290.82,2025-03-11
CUST2927,South,2701.74,2025-06-19
CUST2928,East,2149.33,2025-08-09
CUST2929,North,876.61,2025-07-26
CUST2930,South,1274.83,2025-04-12
CUST2931,West,2433.08,2025-05-03
CUST2932,West,750.46,2025-04-19
CUST2933,East,1469.09,2025-02-28
CUST2934,West,2829.4,2025-09-13
CUST2935,South,2982.83,2025-02-02
CUST2936,North,2519.13,2025-05-11
CUST2937,East,1963.58,2025-09-25
CUST2938,East,971.46,2025-07-16
CUST2939,North,2700.73,2025-05-26
CUST2940,South,2116.66,2025-08-27
CUST2941,South,431.46,2025-06-26
CUST2942,South,2734.23,2025-01-15
CUST2943,North,702.28,2025-02-21
CUST2944,West,551.15,2025-07-05
CUST2945,North,796.95,2025-10-16
CUST2946,North,2922.93,2025-06-02
CUST2947,North,2592.41,2025-10-02
CUST2948,South,2938.5,2025-07-22
CUST2949,East,2266.78,2025-04-16
CUST2950,North,1237.36,2025-07-30
CUST2951,West,1396.39,2025-07-16
CUST2952,West,1703.43,2025-02-02
CUST2953,North,2229.06,2025-06-05
CUST2954,East,421.66,2025-02-14
CUST2955,East,1915.85,2025-02-27
CUST2956,West,2136.55,2025-07-04
CUST2957,East,1430.45,2025-04-01
CUST2958,North,2999.27,2025-04-01
CUST2959,North,607.86,2025-04-11
CUST2960,North,1784.54,2025-03-07
CUST2961,East,2095.9,2025-08-30
CUST2962,South,2157.48,2025-08-08
CUST2963,South,1422.93,2025-10-10
CUST2964,East,1702.22,2025-04-05
CUST2965,East,2268.3,2025-04-29
CUST2966,North,1410.88,2025-10-03
CUST2967,West,2791.37,2025-10-18
CUST2968,East,1295.15,2025-01-17
CUST2969,West,1009.91,2025-03-03
CUST2970,East,441.2,2025-09-10
CUST2971,East,2473.13,2025-06-27
CUST2972,South,1971.88,2025-02-07
CUST2973,North,1651.55,2025-08-08
CUST2974,East,845.34,2025-05-12
CUST2975,East,1350.22,2025-10-12
CUST2976,East,617.96,2025-02-10
CUST2977,East,1110.09,2025-08-19
CUST2978,East,818.74,2025-04-10
CUST2979,South,2632.04,2025-04-07
CUST2980,West,1562.62,2025-10-20
CUST2981,North,2033.51,2025-07-25
CUST2982,North,786.04,2025-05-16
CUST2983,East,2962.84,2025-08-20
CUST2984,North,1683.19,2025-05-12
CUST2985,South,1871.41,2025-03-13
CUST2986,South,2123.82,2025-02-24
CUST2987,East,1153.62,2025-03-23
CUST2988,South,699.5,2025-02-12
CUST2989,North,1747.31,2025-04-15
CUST2990,South,2607.13,2025-09-20
CUST2991,East,2964.44,2025-04-04
CUST2992,West,2546.61,2025-03-08
CUST2993,South,1556.55,2025-04-15
CUST2994,West,1042.25,2025-01-14
CUST2995,South,1806.05,2025-06-18
CUST2996,North,343.22,2025-05-04
CUST2997,North,1631.25,2025-02-11
CUST2998,South,2041.1,2025-10-21
CUST2999,East,1297.69,2025-07-28
CUST3000,West,2095.92,2025-08-22
CUST3001,West,2955.75,2025-01-23
CUST3002,East,1885.48,2025-09-05
CUST3003,South,2481.63,2025-02-07
CUST3004,North,549.87,2025-06-14
CUST3005,North,1804.32,2025-08-17
CUST3006,West,1400.28,2025-06-29
CUST3007,North,988.15,2025-03-05
CUST3008,North,1290.18,2025-05-17
CUST3009,South,1897.93,2025-10-24
CUST3010,South,697.22,2025-06-22
CUST3011,East,2528.97,2025-05-04
CUST3012,South,327.92,2025-07-01
CUST3013,East,743.5,2025-10-25
CUST3014,South,1786.45,2025-02-16
CUST3015,North,2214.38,2025-09-26
CUST3016,East,976.9,2025-06-30
CUST3017,South,2171.31,2025-09-23
CUST3018,West,327.93,2025-05-29
CUST3019,South,1894.13,2025-02-26
CUST3020,North,2213.27,2025-10-06
CUST3021,West,2494.18,2025-05-20
CUST3022,West,1791.98,2025-06-17
CUST3023,West,2220.44,2025-04-04
CUST3024,West,1389.06,2025-10-27
CUST3025,East,1473.65,2025-02-22
CUST3026,West,1149.33,2025-03-14
CUST3027,South,2936.82,2025-07-31
CUST3028,West,1866.87,2025-02-05
CUST3029,West,2946.95,2025-03-13
CUST3030,West,848.72,2025-02-20
CUST3031,East,2610.82,2025-04-25
CUST3032,East,2380.94,2025-05-01
CUST3033,West,2689.8,2025-05-02
CUST3034,North,351.98,2025-06-25
CUST3035,North,919.9,2025-08-09
CUST3036,East,2741.07,2025-06-01
CUST3037,South,2942.17,2025-06-13
CUST3038,East,1869.25,2025-09-20
CUST3039,East,2148.22,2025-08-17
CUST3040,East,2257.11,2025-02-26
CUST3041,West,1595.85,2025-06-19
CUST3042,South,1892.74,2025-06-25
CUST3043,West,1503.49,2025-10-15
CUST3044,East,1835.13,2025-05-18
CUST3045,North,664.05,2025-01-02
CUST3046,West,333.33,2025-05-29
CUST3047,South,2632.32,2025-06-05
CUST3048,East,572.22,2025-05-21
CUST3049,North,1129.04,2025-04-26
CUST3050,South,501.72,2025-01-01
CUST3051,West,2695.62,2025-08-10
CUST3052,North,1861.16,2025-09-03
CUST3053,East,2466.83,2025-03-16
CUST3054,West,697.42,2025-04-18
CUST3055,West,481.18,2025-06-16
CUST3056,North,1715.15,2025-06-08
CUST3057,East,2458.85,2025-03-19
CUST3058,West,2064.75,2025-02-27
CUST3059,North,1681.26,2025-09-03
CUST3060,South,1354.44,2025-06-11
CUST3061,East,1025.85,2025-10-23
CUST3062,North,972.33,2025-07-11
CUST3063,East,603.55,2025-07-17
CUST3064,East,1465.37,2025-06-15
CUST3065,North,2853.94,2025-08-25
CUST3066,North,1637.32,2025-03-09
CUST3067,East,811.94,2025-07-15
CUST3068,South,2434.13,2025-10-09
CUST3069,West,1341.58,2025-09-19
CUST3070,East,1961.36,2025-10-22
CUST3071,North,1451.09,2025-10-15
CUST3072,South,991.27,2025-08-11
CUST3073,South,1935.46,2025-04-07
CUST3074,West,1141.61,2025-06-23
CUST3075,South,697.5,2025-01-27
CUST3076,North,2801.48,2025-07-26
CUST3077,North,2083.92,2025-08-06
CUST3078,South,486.46,2025-01-21
CUST3079,East,2996.04,2025-03-13
CUST3080,East,1906.52,2025-10-07
CUST3081,West,2569.49,2025-06-26
CUST3082,West,2550.42,2025-04-06
CUST3083,South,915.57,2025-08-06
CUST3084,South,2465.3,2025-05-25
CUST3085,West,1017.54,2025-09-16
CUST3086,North,2869.04,2025-07-10
CUST3087,East,311.74,2025-08-20
CUST3088,South,975.78,2025-02-04
CUST3089,East,2554.15,2025-04-09
CUST3090,East,1056.87,2025-09-12
CUST3091,East,498.44,2025-01-09
CUST3092,West,2948.49,2025-04-02
CUST3093,South,1812.58,2025-09-27
CUST3094,South,2659.94,2025-02-18
CUST3095,East,2248.51,2025-07-16
CUST3096,South,1756.83,2025-08-14
CUST3097,North,2867.64,2025-10-26
CUST3098,East,2230.69,2025-03-02
CUST3099,South,1445.73,2025-02-10
CUST3100,North,1554.11,2025-06-21
CUST3101,West,2343.81,2025-09-24
CUST3102,North,1632.34,2025-04-30
CUST3103,East,2823.76,2025-02-11
CUST3104,East,1749.65,2025-04-08
CUST3105,West,1399.48,2025-06-19
CUST3106,North,2805.46,2025-07-19
CUST3107,East,929.31,2025-03-12
CUST3108,West,776.55,2025-07-21
CUST3109,East,1085.81,2025-01-11
CUST3110,North,2468.48,2025-01-15
CUST3111,North,2119.34,2025-08-01
CUST3112,South,479.1,2025-05-30
CUST3113,East,1588.87,2025-03-27
CUST3114,East,1994.28,2025-04-10
CUST3115,East,569.16,2025-05-29
CUST3116,West,2074.47,2025-04-22
CUST3117,South,2314.41,2025-05-10
CUST3118,North,644.69,2025-09-02
CUST3119,West,1211.99,2025-07-01
CUST3120,West,2746.6,2025-01-01
CUST3121,North,1884.25,2025-08-06
CUST3122,South,2455.71,2025-05-14
CUST3123,North,545.9,2025-07-28
CUST3124,South,448.96,2025-07-24
CUST3125,West,2516.84,2025-01-26
CUST3126,West,1578.46,2025-06-28
CUST3127,East,1902.34,2025-10-17
CUST3128,West,2011.71,2025-09-11
CUST3129,East,615.15,2025-03-18
CUST3130,West,2317.88,2025-09-06
CUST3131,South,2303.51,2025-08-10
CUST3132,North,987.55,2025-01-12
CUST3133,West,1634.94,2025-01-09
CUST3134,East,1077.74,2025-07-03
CUST3135,West,703.45,2025-01-05
CUST3136,South,514.79,2025-01-11
CUST3137,East,2015.56,2025-10-16
CUST3138,East,986.9,2025-02-26
CUST3139,West,2181.13,2025-05-26
CUST3140,West,2327.38,2025-05-10
CUST3141,South,2276.77,2025-01-23
CUST3142,South,2067.77,2025-08-16
CUST3143,South,2357.93,2025-03-17
CUST3144,South,2341.83,2025-02-11
CUST3145,West,2472.5,2025-06-10
CUST3146,East,2569.7,2025-03-09
CUST3147,East,1690.85,2025-09-13
CUST3148,North,522.22,2025-04-14
CUST3149,West,549.29,2025-07-12
CUST3150,North,2241.27,2025-03-28
CUST3151,West,1380.62,2025-05-20
CUST3152,North,715.8,2025-05-31
CUST3153,South,2870.4,2025-09-23
CUST3154,South,1846.29,2025-02-26
CUST3155,South,573.25,2025-10-16
CUST3156,South,994.55,2025-02-11
CUST3157,North,881.68,2025-10-08
CUST3158,West,2955.31,2025-06-23
CUST3159,South,2888.9,2025-07-11
CUST3160,West,1975.31,2025-06-24
CUST3161,West,2679.64,2025-01-22
CUST3162,East,539.47,2025-06-03
CUST3163,East,976.58,2025-06-11
CUST3164,East,2870.6,2025-08-19
CUST3165,East,1848.08,2025-07-04
CUST3166,South,2925.34,2025-10-10
CUST3167,West,587.0,2025-10-08
CUST3168,East,967.73,2025-01-21
CUST3169,West,2017.33,2025-10-12
CUST3170,North,792.48,2025-08-10
CUST3171,South,1371.78,2025-09-28
CUST3172,South,2428.39,2025-10-15
CUST3173,West,2600.16,2025-06-13
CUST3174,West,761.37,2025-06-15
CUST3175,East,2040.7,2025-09-28
CUST3176,South,446.69,2025-03-27
CUST3177,South,2378.91,2025-04-16
CUST3178,West,1275.45,2025-04-26
CUST3179,North,1545.96,2025-06-21
CUST3180,East,893.46,2025-04-20
CUST3181,North,2367.1,2025-08-22
CUST3182,South,705.94,2025-03-29
CUST3183,West,1168.88,2025-01-17
CUST3184,West,1832.64,2025-06-13
CUST3185,East,1282.41,2025-03-15
CUST3186,West,2554.58,2025-02-15
CUST3187,North,427.92,2025-06-01
CUST3188,East,1815.52,2025-08-22
CUST3189,West,442.82,2025-03-18
CUST3190,South,1738.31,2025-03-11
CUST3191,North,532.93,2025-07-19
CUST3192,West,2775.11,2025-03-05
CUST3193,West,2742.67,2025-04-29
CUST3194,North,303.17,2025-07-07
CUST3195,South,793.61,2025-04-22
CUST3196,West,2169.08,2025-10-19
CUST3197,North,2803.86,2025-07-31
CUST3198,West,1369.72,2025-03-17
CUST3199,West,1013.11,2025-08-09
CUST3200,East,386.23,2025-03-03
CUST3201,East,1730.39,2025-02-02
CUST3202,South,1815.5,2025-08-03
CUST3203,South,300.46,2025-07-24
CUST3204,North,1293.92,2025-07-03
CUST3205,North,1325.23,2025-06-09
CUST3206,West,378.71,2025-07-24
CUST3207,East,2728.57,2025-01-04
CUST3208,South,2207.19,2025-07-10
CUST3209,South,1088.21,2025-02-19
CUST3210,North,1946.5,2025-04-26
CUST3211,East,1025.84,2025-01-17
CUST3212,South,1401.93,2025-04-07
CUST3213,North,2410.43,2025-07-04
CUST3214,West,2832.95,2025-01-20
CUST3215,West,1677.38,2025-07-31
CUST3216,North,2032.93,2025-03-06
CUST3217,North,2853.66,2025-06-03
CUST3218,West,533.53,2025-06-18
CUST3219,South,750.43,2025-10-08
CUST3220,South,810.57,2025-04-26
CUST3221,South,594.88,2025-07-11
CUST3222,North,1506.43,2025-03-19
CUST3223,South,1392.62,2025-06-23
CUST3224,North,2517.92,2025-05-03
CUST3225,South,539.5,2025-03-27
CUST3226,South,1560.33,2025-03-05
CUST3227,West,948.36,2025-02-16
CUST3228,South,459.73,2025-10-13
CUST3229,South,1633.6,2025-02-11
CUST3230,East,2044.71,2025-01-19
CUST3231,North,1243.07,2025-06-20
CUST3232,West,634.79,2025-08-04
CUST3233,South,1327.06,2025-03-09
CUST3234,West,1773.3,2025-02-23
CUST3235,East,2039.32,2025-03-26
CUST3236,South,1149.84,2025-08-14
CUST3237,West,1352.42,2025-04-11
CUST3238,North,466.23,2025-06-11
CUST3239,South,2410.15,2025-09-30
CUST3240,South,502.02,2025-06-30
CUST3241,East,743.0,2025-09-05
CUST3242,North,1991.4,2025-02-07
CUST3243,West,745.64,2025-09-26
CUST3244,North,2052.98,2025-06-21
CUST3245,North,1930.05,2025-06-21
CUST3246,South,2774.46,2025-08-04
CUST3247,East,2175.56,2025-05-14
CUST3248,North,855.44,2025-03-03
CUST3249,West,1855.74,2025-06-11
CUST3250,North,1147.64,2025-06-23
CUST3251,West,521.83,2025-07-15
CUST3252,North,1372.6,2025-03-28
CUST3253,West,1536.57,2025-01-30
CUST3254,East,2981.73,2025-07-04
CUST3255,South,1503.72,2025-03-04
CUST3256,North,1011.32,2025-01-14
CUST3257,West,565.5,2025-10-16
CUST3258,South,1851.83,2025-06-21
CUST3259,East,2081.2,2025-03-08
CUST3260,South,1630.43,2025-06-07
CUST3261,North,1172.88,2025-05-19
CUST3262,East,2773.64,2025-09-10
CUST3263,South,911.39,2025-05-30
CUST3264,South,2681.43,2025-03-14
CUST3265,South,1257.77,2025-05-18
CUST3266,West,1961.82,2025-07-28
CUST3267,West,366.43,2025-09-11
CUST3268,South,2128.4,2025-03-21
CUST3269,West,738.76,2025-01-14
CUST3270,North,2722.31,2025-06-24
CUST3271,North,2179.75,2025-07-04
CUST3272,North,1089.24,2025-05-27
CUST3273,East,2201.84,2025-03-12
CUST3274,North,1101.87,2025-03-02
CUST3275,North,353.18,2025-08-20
CUST3276,North,851.94,2025-09-17
CUST3277,North,2735.02,2025-06-04
CUST3278,North,396.39,2025-07-03
CUST3279,South,1317.54,2025-05-11
CUST3280,West,1509.01,2025-08-11
CUST3281,North,1293.63,2025-01-22
CUST3282,West,1873.45,2025-03-01
CUST3283,West,832.35,2025-03-05
CUST3284,East,1318.11,2025-04-15
CUST3285,North,1281.28,2025-09-10
CUST3286,West,301.25,2025-01-30
CUST3287,North,2421.06,2025-04-05
CUST3288,South,392.92,2025-04-21
CUST3289,North,654.7,2025-09-05
CUST3290,South,2199.5,2025-08-12
CUST3291,South,2554.44,2025-06-05
CUST3292,South,2819.41,2025-08-12
CUST3293,West,2661.95,2025-04-12
CUST3294,East,595.64,2025-07-14
CUST3295,West,743.16,2025-07-10
CUST3296,North,648.39,2025-04-05
CUST3297,South,1322.6,2025-09-04
CUST3298,North,847.46,2025-01-01
CUST3299,East,399.12,2025-06-27
CUST3300,West,1123.79,2025-02-15
CUST3301,North,1650.83,2025-02-14
CUST3302,East,1507.25,2025-08-25
CUST3303,West,655.65,2025-10-02
CUST3304,West,1265.29,2025-02-23
CUST3305,East,2766.67,2025-10-21
CUST3306,North,2109.05,2025-08-16
CUST3307,South,586.35,2025-03-24
CUST3308,East,2710.75,2025-08-12
CUST3309,South,1881.5,2025-03-25
CUST3310,East,662.95,2025-08-18
CUST3311,West,2127.1,2025-06-19
CUST3312,West,2129.39,2025-06-02
CUST3313,North,1905.25,2025-09-06
CUST3314,South,737.72,2025-07-04
CUST3315,North,1056.37,2025-09-08
CUST3316,South,1947.21,2025-03-30
CUST3317,North,366.11,2025-02-15
CUST3318,East,1058.45,2025-09-25
CUST3319,North,2223.32,2025-08-17
CUST3320,South,555.8,2025-04-02
CUST3321,North,506.62,2025-08-10
CUST3322,South,2614.32,2025-09-11
CUST3323,North,968.98,2025-05-29
CUST3324,West,1790.03,2025-10-25
CUST3325,East,2280.24,2025-01-07
CUST3326,East,337.61,2025-10-17
CUST3327,East,893.45,2025-03-04
CUST3328,North,2014.6,2025-09-05
CUST3329,South,1527.87,2025-06-01
CUST3330,East,963.98,2025-04-24
CUST3331,North,572.13,2025-02-25
CUST3332,West,2872.48,2025-07-25
CUST3333,East,1567.69,2025-02-10
CUST3334,West,2936.3,2025-02-15
CUST3335,West,341.5,2025-03-16
CUST3336,East,1651.46,2025-10-23
CUST3337,South,700.25,2025-06-28
CUST3338,North,2125.65,2025-03-01
CUST3339,West,2278.89,2025-09-23
CUST3340,East,2685.56,2025-01-18
CUST3341,South,2813.93,2025-08-18
CUST3342,East,1394.95,2025-10-04
CUST3343,East,1950.12,2025-02-04
CUST3344,West,1081.47,2025-04-23
CUST3345,South,1020.23,2025-03-22
CUST3346,East,666.2,2025-04-10
CUST3347,East,1965.76,2025-09-02
CUST3348,North,2929.76,2025-04-21
CUST3349,North,1867.9,2025-02-11
CUST3350,South,1495.23,2025-04-11
CUST3351,North,2456.55,2025-06-17
CUST3352,South,1753.8,2025-05-16
CUST3353,West,1168.16,2025-03-23
CUST3354,North,2178.3,2025-06-25
CUST3355,South,2841.69,2025-07-07
CUST3356,North,2766.41,2025-10-12
CUST3357,South,1163.81,2025-02-15
CUST3358,North,2542.31,2025-06-01
CUST3359,South,1384.9,2025-04-28
CUST3360,West,1365.52,2025-10-11
CUST3361,North,2952.78,2025-10-19
CUST3362,East,517.05,2025-06-12
CUST3363,South,2675.3,2025-05-25
CUST3364,North,446.46,2025-07-05
CUST3365,East,2433.28,2025-06-11
CUST3366,West,2023.88,2025-04-30
CUST3367,South,2910.48,2025-03-14
CUST3368,South,1106.2,2025-01-10
CUST3369,South,1509.25,2025-08-22
CUST3370,West,1508.06,2025-06-16
CUST3371,West,1628.69,2025-03-05
CUST3372,North,848.08,2025-04-13
CUST3373,North,620.51,2025-03-08
CUST3374,West,2455.43,2025-03-22
CUST3375,East,531.77,2025-01-06
CUST3376,South,477.13,2025-06-10
CUST3377,West,1029.78,2025-06-21
CUST3378,South,2329.49,2025-09-10
CUST3379,West,2247.97,2025-01-18
CUST3380,West,2825.04,2025-04-11
CUST3381,East,2814.47,2025-07-06
CUST3382,East,343.68,2025-08-04
CUST3383,North,1010.4,2025-02-09
CUST3384,West,1533.73,2025-01-15
CUST3385,East,580.02,2025-04-19
CUST3386,East,2187.86,2025-10-15
CUST3387,South,540.35,2025-08-17
CUST3388,West,2999.57,2025-05-30
CUST3389,East,1117.75,2025-04-06
CUST3390,North,1473.69,2025-06-13
CUST3391,East,1346.08,2025-04-03
CUST3392,South,1822.26,2025-04-10
CUST3393,North,1001.37,2025-03-02
CUST3394,West,1659.31,2025-07-08
CUST3395,North,1701.7,2025-04-29
CUST3396,West,2126.12,2025-07-16
CUST3397,South,2124.45,2025-08-15
CUST3398,West,2729.0,2025-07-27
CUST3399,East,2421.49,2025-01-13
CUST3400,East,2186.11,2025-08-28
CUST3401,North,1573.79,2025-08-20
CUST3402,East,2127.75,2025-08-01
CUST3403,South,1006.15,2025-03-02
CUST3404,North,1484.66,2025-05-04
CUST3405,South,2434.79,2025-10-27
CUST3406,North,616.93,2025-05-20
CUST3407,South,2217.72,2025-09-15
CUST3408,South,365.8,2025-06-18
CUST3409,North,2094.48,2025-03-18
CUST3410,East,1348.13,2025-09-12
CUST3411,East,913.2,2025-05-18
CUST3412,South,2147.63,2025-03-19
CUST3413,North,1711.35,2025-07-29
CUST3414,South,2171.36,2025-10-23
CUST3415,West,2269.46,2025-06-25
CUST3416,West,2885.93,2025-03-21
CUST3417,West,2287.2,2025-01-30
CUST3418,South,2473.94,2025-03-12
CUST3419,West,1948.83,2025-01-09
CUST3420,South,2348.47,2025-01-27
CUST3421,West,1006.64,2025-01-19
CUST3422,West,2014.16,2025-08-07
CUST3423,North,694.33,2025-07-31
CUST3424,West,1718.99,2025-09-11
CUST3425,North,1884.43,2025-01-27
CUST3426,South,943.59,2025-06-05
CUST3427,South,1614.78,2025-05-31
CUST3428,West,802.41,2025-03-09
CUST3429,East,1305.59,2025-01-01
CUST3430,East,773.19,2025-06-29
CUST3431,East,1270.75,2025-06-15
CUST3432,West,768.12,2025-04-27
CUST3433,South,2758.05,2025-08-12
CUST3434,West,739.18,2025-10-13
CUST3435,South,2338.01,2025-06-19
CUST3436,South,2239.45,2025-05-26
CUST3437,East,1886.59,2025-05-15
CUST3438,East,2808.14,2025-04-04
CUST3439,East,1043.59,2025-03-21
CUST3440,East,2328.81,2025-04-16
CUST3441,East,2878.38,2025-07-02
CUST3442,West,1417.84,2025-01-31
CUST3443,North,2075.37,2025-01-07
CUST3444,East,937.33,2025-10-04
CUST3445,West,1567.93,2025-02-17
CUST3446,East,1657.65,2025-10-09
CUST3447,East,660.48,2025-05-24
CUST3448,East,2360.91,2025-05-12
CUST3449,South,2287.03,2025-02-09
CUST3450,East,365.88,2025-02-13
CUST3451,North,2635.01,2025-07-29
CUST3452,East,1388.3,2025-06-07
CUST3453,East,555.4,2025-07-28
CUST3454,South,672.76,2025-07-16
CUST3455,West,1567.04,2025-06-09
CUST3456,South,2530.82,2025-09-21
CUST3457,South,2072.97,2025-07-27
CUST3458,West,1921.08,2025-09-16
CUST3459,West,2403.75,2025-06-15
CUST3460,North,2796.78,2025-03-17
CUST3461,West,1144.52,2025-06-20
CUST3462,South,2658.55,2025-02-27
CUST3463,East,575.32,2025-08-23
CUST3464,South,2263.7,2025-08-08
CUST3465,South,2347.47,2025-05-10
CUST3466,East,1301.18,2025-03-04
CUST3467,East,1863.58,2025-01-21
CUST3468,East,1237.05,2025-03-05
CUST3469,South,2206.05,2025-10-05
CUST3470,West,1064.17,2025-06-28
CUST3471,West,2096.4,2025-06-01
CUST3472,North,802.18,2025-03-31
CUST3473,East,990.33,2025-06-24
CUST3474,East,313.05,2025-05-29
CUST3475,East,2066.66,2025-04-27
CUST3476,North,2539.6,2025-01-25
CUST3477,East,1926.84,2025-07-19
CUST3478,East,1538.71,2025-07-02
CUST3479,West,1420.98,2025-03-28
CUST3480,East,999.76,2025-01-31
CUST3481,East,2078.68,2025-05-21
CUST3482,East,1106.47,2025-09-09
CUST3483,South,2180.2,2025-08-18
CUST3484,North,2903.35,2025-05-16
CUST3485,West,929.17,2025-02-24
CUST3486,East,424.21,2025-01-25
CUST3487,West,1491.04,2025-07-08
CUST3488,South,1217.67,2025-10-16
CUST3489,East,2185.38,2025-04-28
CUST3490,East,927.96,2025-10-19
CUST3491,East,1454.11,2025-01-08
CUST3492,North,1329.5,2025-06-28
CUST3493,North,1299.18,2025-07-31
CUST3494,South,1768.01,2025-04-29
CUST3495,North,1972.8,2025-02-17
CUST3496,South,1950.17,2025-06-06
CUST3497,South,894.14,2025-04-06
CUST3498,South,439.45,2025-05-08
CUST3499,West,2281.25,2025-06-01
CUST3500,West,1447.06,2025-04-24
CUST3501,North,2533.44,2025-06-11
CUST3502,East,1239.08,2025-03-18
CUST3503,West,430.78,2025-10-10
CUST3504,East,2124.85,2025-02-26
CUST3505,South,352.91,2025-05-18
CUST3506,South,960.01,2025-01-19
CUST3507,South,491.03,2025-05-03
CUST3508,West,792.29,2025-07-11
CUST3509,North,2715.8,2025-06-07
CUST3510,West,1739.83,2025-05-04
CUST3511,North,1530.73,2025-10-01
CUST3512,West,695.48,2025-04-02
CUST3513,North,1815.04,2025-08-22
CUST3514,North,2757.7,2025-05-20
CUST3515,West,2357.62,2025-06-07
CUST3516,East,2917.24,2025-08-14
CUST3517,West,2099.8,2025-02-05
CUST3518,North,2128.29,2025-05-05
CUST3519,West,476.8,2025-04-30
CUST3520,West,1641.26,2025-09-15
CUST3521,South,2641.29,2025-01-12
CUST3522,East,2844.19,2025-02-17
CUST3523,South,1319.32,2025-01-06
CUST3524,East,1078.11,2025-08-11
CUST3525,East,2364.39,2025-02-25
CUST3526,South,1150.38,2025-07-12
CUST3527,North,2030.07,2025-06-22
CUST3528,East,1688.69,2025-05-28
CUST3529,South,1678.82,2025-01-07
CUST3530,East,1748.32,2025-07-19
CUST3531,South,1657.55,2025-05-10
CUST3532,West,2149.42,2025-02-16
CUST3533,South,2794.53,2025-05-01
CUST3534,East,1262.16,2025-05-01
CUST3535,North,1362.14,2025-04-23
CUST3536,East,1513.57,2025-07-07
CUST3537,West,1388.28,2025-02-11
CUST3538,South,757.41,2025-05-25
CUST3539,North,2292.05,2025-05-12
CUST3540,West,2120.4,2025-01-21
CUST3541,North,1349.14,2025-05-10
CUST3542,South,415.21,2025-03-07
CUST3543,South,1968.58,2025-04-22
CUST3544,North,2198.52,2025-07-27
CUST3545,North,1345.17,2025-05-18
CUST3546,West,1967.37,2025-06-27
CUST3547,West,2033.05,2025-10-28
CUST3548,East,803.62,2025-04-07
CUST3549,South,305.62,2025-01-02
CUST3550,West,878.82,2025-07-09
CUST3551,North,2824.36,2025-06-03
CUST3552,West,1124.97,2025-06-26
CUST3553,East,2860.99,2025-08-07
CUST3554,East,799.69,2025-03-25
CUST3555,North,764.98,2025-02-03
CUST3556,West,2363.08,2025-09-05
CUST3557,North,2242.35,2025-09-07
CUST3558,East,1924.18,2025-02-09
CUST3559,West,503.64,2025-06-24
CUST3560,South,2248.48,2025-05-09
CUST3561,East,2152.62,2025-09-25
CUST3562,West,762.0,2025-05-03
CUST3563,East,2438.39,2025-05-27
CUST3564,West,1915.19,2025-02-09
CUST3565,East,1334.86,2025-06-22
CUST3566,West,2210.31,2025-05-27
CUST3567,North,1106.83,2025-02-27
CUST3568,South,2634.14,2025-07-06
CUST3569,South,2282.29,2025-10-18
CUST3570,East,1811.52,2025-10-13
CUST3571,South,1455.02,2025-10-15
CUST3572,West,414.96,2025-05-04
CUST3573,South,2853.09,2025-09-03
CUST3574,West,2072.04,2025-01-25
CUST3575,South,2180.19,2025-09-13
CUST3576,West,401.7,2025-10-19
CUST3577,West,1796.8,2025-02-12
CUST3578,North,1916.03,2025-02-24
CUST3579,East,1706.27,2025-05-08
CUST3580,North,515.27,2025-06-10
CUST3581,East,1450.71,2025-06-17
CUST3582,East,2709.9,2025-08-16
CUST3583,West,1800.13,2025-01-28
CUST3584,West,2143.55,2025-01-18
CUST3585,South,1155.67,2025-10-22
CUST3586,West,2732.95,2025-04-05
CUST3587,South,362.1,2025-09-05
CUST3588,West,925.58,2025-09-13
CUST3589,North,2814.93,2025-05-31
CUST3590,East,460.53,2025-03-29
CUST3591,West,1190.96,2025-02-01
CUST3592,East,425.4,2025-06-28
CUST3593,North,1500.85,2025-07-17
CUST3594,East,2782.04,2025-01-16
CUST3595,North,479.66,2025-03-04
CUST3596,West,2961.56,2025-10-23
CUST3597,East,1758.16,2025-07-01
CUST3598,North,1319.75,2025-05-19
CUST3599,West,1507.32,2025-06-15
CUST3600,South,1064.94,2025-02-20
CUST3601,West,1549.46,2025-08-24
CUST3602,North,773.51,2025-10-04
CUST3603,North,1606.69,2025-08-27
CUST3604,South,1255.42,2025-06-23
CUST3605,East,2080.05,2025-02-15
CUST3606,East,2797.58,2025-06-06
CUST3607,West,1311.71,2025-09-28
CUST3608,West,672.49,2025-01-20
CUST3609,West,1446.26,2025-03-05
CUST3610,South,446.53,2025-02-27
CUST3611,North,522.05,2025-10-07
CUST3612,East,2869.04,2025-09-28
CUST3613,South,2276.53,2025-06-29
CUST3614,South,2697.49,2025-01-24
CUST3615,East,2269.45,2025-05-19
CUST3616,North,2573.0,2025-07-17
CUST3617,West,1618.53,2025-05-12
CUST3618,West,534.72,2025-02-05
CUST3619,North,842.56,2025-02-09
CUST3620,East,1533.84,2025-09-06
CUST3621,East,410.99,2025-03-30
CUST3622,East,2635.83,2025-01-17
CUST3623,East,2221.01,2025-06-27
CUST3624,East,2694.85,2025-06-01
CUST3625,East,1312.83,2025-09-22
CUST3626,East,2765.98,2025-01-22
CUST3627,West,1056.45,2025-01-06
CUST3628,South,2935.51,2025-06-02
CUST3629,West,882.74,2025-04-28
